0,0,22,0
1,250,44,0
2,500,66,0
3,750,87,0
4,1000,108,0
5,1250,128,0
6,1500,147,0
7,1750,166,0
8,2000,183,0
9,2250,200,0
10,2500,215,0
11,2750,228,0
12,3000,241,0
13,3250,252,0
14,3500,261,0
15,3750,268,0
16,4000,275,0
17,4250,279,0
18,4500,281,0
19,4750,282,0
20,5000,281,0
21,5250,279,0
22,5500,275,0
23,5750,268,0
24,6000,261,0
25,6250,252,0
26,6500,241,0
27,6750,228,0
28,7000,215,0
29,7250,200,0
30,7500,183,0
31,7750,166,0
32,8000,147,0
33,8250,128,0
34,8500,108,0
35,8750,87,0
36,9000,66,0
37,9250,44,0
38,9500,22,0
39,9750,0,0
40,10000,-22,1
41,10250,-44,0
42,10500,-66,0
43,10750,-87,0
44,11000,-108,0
45,11250,-128,0
46,11500,-147,0
47,11750,-166,0
48,12000,-183,0
49,12250,-200,0
50,12500,-215,0
51,12750,-228,0
52,13000,-241,0
53,13250,-252,0
54,13500,-261,0
55,13750,-268,0
56,14000,-275,0
57,14250,-279,0
58,14500,-281,0
59,14750,-282,0
60,15000,-281,0
61,15250,-279,0
62,15500,-275,0
63,15750,-268,0
64,16000,-261,0
65,16250,-252,0
66,16500,-241,0
67,16750,-228,0
68,17000,-215,0
69,17250,-200,0
70,17500,-183,0
71,17750,-166,0
72,18000,-147,0
73,18250,-128,0
74,18500,-108,0
75,18750,-87,0
76,19000,-66,0
77,19250,-44,0
78,19500,-22,0
79,19750,0,0
80,20000,22,0
81,20250,44,0
82,20500,66,0
83,20750,87,0
84,21000,108,0
85,21250,128,0
86,21500,147,0
87,21750,166,0
88,22000,183,0
89,22250,200,0
90,22500,215,0
91,22750,228,0
92,23000,241,0
93,23250,252,0
94,23500,261,0
95,23750,268,0
96,24000,275,0
97,24250,279,0
98,24500,281,0
99,24750,282,0
100,25000,281,0
101,25250,279,0
102,25500,275,0
103,25750,268,0
104,26000,261,0
105,26250,252,0
106,26500,241,0
107,26750,228,0
108,27000,215,0
109,27250,200,0
110,27500,183,0
111,27750,166,0
112,28000,147,0
113,28250,128,0
114,28500,108,0
115,28750,87,0
116,29000,66,0
117,29250,44,0
118,29500,22,0
119,29750,0,0
120,30000,-22,1
121,30250,-44,0
122,30500,-66,0
123,30750,-87,0
124,31000,-108,0
125,31250,-128,0
126,31500,-147,0
127,31750,-166,0
128,32000,-183,0
129,32250,-200,0
130,32500,-215,0
131,32750,-228,0
132,33000,-241,0
133,33250,-252,0
134,33500,-261,0
135,33750,-268,0
136,34000,-275,0
137,34250,-279,0
138,34500,-281,0
139,34750,-282,0
140,35000,-281,0
141,35250,-279,0
142,35500,-275,0
143,35750,-268,0
144,36000,-261,0
145,36250,-252,0
146,36500,-241,0
147,36750,-228,0
148,37000,-215,0
149,37250,-200,0
150,37500,-183,0
151,37750,-166,0
152,38000,-147,0
153,38250,-128,0
154,38500,-108,0
155,38750,-87,0
156,39000,-66,0
157,39250,-44,0
158,39500,-22,0
159,39750,0,0
160,40000,22,0
161,40250,44,0
162,40500,66,0
163,40750,87,0
164,41000,108,0
165,41250,128,0
166,41500,147,0
167,41750,166,0
168,42000,183,0
169,42250,200,0
170,42500,215,0
171,42750,228,0
172,43000,241,0
173,43250,252,0
174,43500,261,0
175,43750,268,0
176,44000,275,0
177,44250,279,0
178,44500,281,0
179,44750,282,0
180,45000,281,0
181,45250,279,0
182,45500,275,0
183,45750,268,0
184,46000,261,0
185,46250,252,0
186,46500,241,0
187,46750,228,0
188,47000,215,0
189,47250,200,0
190,47500,183,0
191,47750,166,0
192,48000,147,0
193,48250,128,0
194,48500,108,0
195,48750,87,0
196,49000,66,0
197,49250,44,0
198,49500,22,0
199,49750,0,0
200,50000,-22,1
201,50250,-44,0
202,50500,-66,0
203,50750,-87,0
204,51000,-108,0
205,51250,-128,0
206,51500,-147,0
207,51750,-166,0
208,52000,-183,0
209,52250,-200,0
210,52500,-215,0
211,52750,-228,0
212,53000,-241,0
213,53250,-252,0
214,53500,-261,0
215,53750,-268,0
216,54000,-275,0
217,54250,-279,0
218,54500,-281,0
219,54750,-282,0
220,55000,-281,0
221,55250,-279,0
222,55500,-275,0
223,55750,-268,0
224,56000,-261,0
225,56250,-252,0
226,56500,-241,0
227,56750,-228,0
228,57000,-215,0
229,57250,-200,0
230,57500,-183,0
231,57750,-166,0
232,58000,-147,0
233,58250,-128,0
234,58500,-108,0
235,58750,-87,0
236,59000,-66,0
237,59250,-44,0
238,59500,-22,0
239,59750,0,0
240,60000,22,0
241,60250,44,0
242,60500,66,0
243,60750,87,0
244,61000,108,0
245,61250,128,0
246,61500,147,0
247,61750,166,0
248,62000,183,0
249,62250,200,0
250,62500,215,0
251,62750,228,0
252,63000,241,0
253,63250,252,0
254,63500,261,0
255,63750,268,0
256,64000,275,0
257,64250,279,0
258,64500,281,0
259,64750,282,0
260,65000,281,0
261,65250,279,0
262,65500,275,0
263,65750,268,0
264,66000,261,0
265,66250,252,0
266,66500,241,0
267,66750,228,0
268,67000,215,0
269,67250,200,0
270,67500,183,0
271,67750,166,0
272,68000,147,0
273,68250,128,0
274,68500,108,0
275,68750,87,0
276,69000,66,0
277,69250,44,0
278,69500,22,0
279,69750,0,0
280,70000,-22,1
281,70250,-44,0
282,70500,-66,0
283,70750,-87,0
284,71000,-108,0
285,71250,-128,0
286,71500,-147,0
287,71750,-166,0
288,72000,-183,0
289,72250,-200,0
290,72500,-215,0
291,72750,-228,0
292,73000,-241,0
293,73250,-252,0
294,73500,-261,0
295,73750,-268,0
296,74000,-275,0
297,74250,-279,0
298,74500,-281,0
299,74750,-282,0
300,75000,-281,0
301,75250,-279,0
302,75500,-275,0
303,75750,-268,0
304,76000,-261,0
305,76250,-252,0
306,76500,-241,0
307,76750,-228,0
308,77000,-215,0
309,77250,-200,0
310,77500,-183,0
311,77750,-166,0
312,78000,-147,0
313,78250,-128,0
314,78500,-108,0
315,78750,-87,0
316,79000,-66,0
317,79250,-44,0
318,79500,-22,0
319,79750,0,0
320,80000,22,0
321,80250,44,0
322,80500,66,0
323,80750,87,0
324,81000,108,0
325,81250,128,0
326,81500,147,0
327,81750,166,0
328,82000,183,0
329,82250,200,0
330,82500,215,0
331,82750,228,0
332,83000,241,0
333,83250,252,0
334,83500,261,0
335,83750,268,0
336,84000,275,0
337,84250,279,0
338,84500,281,0
339,84750,282,0
340,85000,281,0
341,85250,279,0
342,85500,275,0
343,85750,268,0
344,86000,261,0
345,86250,252,0
346,86500,241,0
347,86750,228,0
348,87000,215,0
349,87250,200,0
350,87500,183,0
351,87750,166,0
352,88000,147,0
353,88250,128,0
354,88500,108,0
355,88750,87,0
356,89000,66,0
357,89250,44,0
358,89500,22,0
359,89750,0,0
360,90000,-22,1
361,90250,-44,0
362,90500,-66,0
363,90750,-87,0
364,91000,-108,0
365,91250,-128,0
366,91500,-147,0
367,91750,-166,0
368,92000,-183,0
